IDPERSON,SEXO,INDINOM,ANONAC,ANOMUE,EDAD,EDADREC,IDNIVEDU,CONDALFA,ESTACIV,RELIGION,IDIOMA,OCUPACI0,ORGANIZA,OCUPACIO,SITUACIO,AGENTE,AGENTERC,UBIGEONA,DEPNAC,DEPNA0,UBIGEO,DEPHEC,DEPHE0,PROVHEC,DISTHEC,AREA,REGION,PERIODO,TESTIMON,CEDAP,CVR,COMISEDH,CNDDHH,CICR,DEFPUEB,DP_ONG
0000003150,2,3,#NULL!,1993,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501100000,05,1,0501,050110,1,1,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003152,2,1,1959,1989,30,4,3,2,4,1,2,1,#NULL!,1,1,3,2,0501140066,05,1,0501140066,05,1,0501,050114,0,1,4,4,0,1,0,0,0,0,0
0000003153,1,1,1975,1990,15,2,3,2,1,2,2,1,#NULL!,1,1,1,1,0501090000,05,1,0501090009,05,1,0501,050109,0,1,4,5,0,1,1,0,0,1,0
0000003154,1,1,1973,1990,17,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0501090000,05,1,0501,050109,0,1,4,4,0,1,0,0,0,1,0
0000003157,2,3,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0511020001,05,1,0511,051102,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003159,2,1,1950,1984,34,4,3,2,2,1,2,2,2,8,1,1,1,0501090001,05,1,0501090000,05,1,0501,050109,0,1,2,1,0,1,0,0,0,1,0
0000003162,2,1,1973,1991,18,2,3,2,1,1,2,1,#NULL!,1,1,3,2,0501090017,05,1,0501090000,05,1,0501,050109,0,1,4,1,0,1,0,0,0,0,0
0000003163,2,2,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501090000,05,1,0501,050109,0,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003167,2,3,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501090000,05,1,0501,050109,0,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003169,2,1,1948,1990,42,5,4,2,2,1,2,#NULL!,#NULL!,#NULL!,1,7,4,0511080000,05,1,0501010000,05,1,0501,050101,1,1,4,1,0,1,1,0,0,1,0
0000003171,2,1,1974,1990,16,2,4,2,1,1,2,#NULL!,#NULL!,#NULL!,1,7,4,0501010000,05,1,0501010000,05,1,0501,050101,1,1,4,1,0,1,0,0,0,0,0
0000003173,2,3,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,0503010001,05,1,0503,050301,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003177,2,1,1970,1990,20,3,4,2,1,1,1,2,#NULL!,2,2,1,1,1101110000,11,90,0501010000,05,1,0501,050101,1,1,4,1,0,1,1,0,0,1,0
0000003181,2,1,1948,1983,35,4,5,2,1,1,2,3,#NULL!,3,2,1,1,0511080000,05,1,0511080008,05,1,0511,051108,0,1,2,2,0,1,1,1,0,1,0
0000003189,2,2,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501140019,05,1,0501,050114,0,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003201,2,1,1916,1989,73,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501140019,05,1,0501,050114,0,1,4,1,0,1,0,0,0,0,0
0000003202,2,1,1937,1985,48,5,1,2,2,1,2,1,#NULL!,1,1,1,1,0504040000,05,1,0504010000,05,1,0504,050401,1,1,2,2,0,1,0,1,0,1,0
0000003203,2,1,1941,1985,44,5,1,1,2,1,2,1,#NULL!,1,1,1,1,0504010000,05,1,0504010000,05,1,0504,050401,1,1,2,2,0,1,0,1,0,1,0
0000003204,2,1,1969,1989,20,3,3,2,2,1,2,1,#NULL!,1,1,3,2,0501010000,05,1,0501140019,05,1,0501,050114,0,1,4,3,0,1,0,0,0,0,0
0000003205,2,1,1968,1985,17,2,4,2,1,1,2,#NULL!,#NULL!,#NULL!,1,1,1,0504010000,05,1,0504010000,05,1,0504,050401,1,1,2,2,0,1,0,1,0,1,0
0000003206,1,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060054,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000003208,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501140012,05,1,0501,050114,0,1,4,2,0,1,0,0,0,0,0
0000003212,2,1,#NULL!,1991,#NULL!,#NULL!,3,2,2,1,2,2,5,8,1,3,2,0501090000,05,1,0501090000,05,1,0501,050109,0,1,4,4,0,1,0,0,0,0,0
0000003232,2,1,1914,1984,70,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505060031,05,1,0505,050506,0,1,2,2,0,1,0,0,0,0,0
0000003235,2,1,1978,1992,14,2,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,1,1201140005,12,9,1201140005,12,9,1201,120114,1,3,4,4,0,1,1,1,0,1,0
0000003238,2,1,1971,1992,21,3,4,2,2,1,1,9,#NULL!,9,2,1,1,1201010005,12,9,1201140005,12,9,1201,120114,1,3,4,6,0,1,1,1,0,1,0
0000003240,2,1,1960,1990,30,4,4,2,1,1,2,3,#NULL!,3,2,1,1,0502030001,05,1,0501010000,05,1,0501,050101,1,1,4,1,0,1,1,0,0,1,0
0000003243,2,1,1964,1984,20,3,4,2,1,1,2,6,#NULL!,6,2,1,1,0501010000,05,1,0501050017,05,1,0501,050105,0,1,2,2,0,1,1,1,0,1,0
0000003244,2,1,1964,1984,20,3,3,#NULL!,1,1,2,9,#NULL!,9,2,1,1,0501120000,05,1,0501010000,05,1,0501,050101,1,1,2,3,0,1,1,1,0,1,0
0000003246,1,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,5,1,3,2,,,#NULL!,0503010000,05,1,0503,050301,0,1,2,2,0,1,0,0,0,0,0
0000003248,2,2,1927,1984,57,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,3,2,,,#NULL!,0503010000,05,1,0503,050301,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003249,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501110022,05,1,0501,050111,0,1,4,2,0,1,0,0,0,0,0
0000003254,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0502020034,05,1,0502,050202,0,1,2,2,0,1,1,0,0,1,0
0000003257,1,1,1965,1983,18,2,#NULL!,#NULL!,1,1,2,#NULL!,#NULL!,#NULL!,1,8,5,0510050089,05,1,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003259,2,1,1951,1983,32,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,0510050089,05,1,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003260,2,2,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003261,2,2,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003263,2,2,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,,,#NULL!,0506020038,05,1,0506,050602,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003265,2,3,#NULL!,1987,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0510010000,05,1,0510,051001,0,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003266,2,3,#NULL!,1990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,7,4,,,#NULL!,0510080000,05,1,0510,051008,0,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003268,2,1,1957,1984,27,3,5,2,2,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0501040000,05,1,0501080039,05,1,0501,050108,0,1,2,2,0,1,0,0,0,0,0
0000003273,2,1,1967,1984,17,2,3,2,1,1,2,1,#NULL!,1,2,1,1,0505080000,05,1,0505080000,05,1,0505,050508,0,1,2,1,0,1,0,0,0,0,0
0000003274,2,1,1964,1984,20,3,3,2,1,1,2,1,#NULL!,1,2,1,1,0505080000,05,1,0505080000,05,1,0505,050508,0,1,2,1,0,1,0,0,0,0,0
0000003275,2,1,1950,1984,34,4,3,2,2,1,2,9,#NULL!,9,1,1,1,0505080000,05,1,0505030001,05,1,0505,050503,0,1,2,1,0,1,0,0,0,0,0
0000003278,2,1,#NULL!,1990,#NULL!,#NULL!,3,2,2,#NULL!,2,9,#NULL!,9,2,7,4,0809100000,08,4,1200000000,12,9,1200,120000,0,3,4,1,0,1,0,0,0,0,0
0000003280,2,1,1957,1989,32,4,1,2,2,1,1,10,#NULL!,10,1,7,4,1501210001,15,10,2210000000,22,7,2210,221000,0,2,4,1,0,1,0,0,0,0,0
0000003284,2,1,#NULL!,1990,#NULL!,#NULL!,5,2,2,#NULL!,1,7,#NULL!,7,1,5,1,1204330000,12,9,1204000000,12,9,1204,120400,0,3,4,1,0,1,0,0,0,0,0
0000003293,2,1,1926,1985,59,6,3,2,4,#NULL!,2,1,2,8,1,1,1,0511020000,05,1,0511020000,05,1,0511,051102,0,1,2,2,0,1,0,0,0,0,0
0000003297,2,1,1950,1983,33,4,3,2,2,1,2,#NULL!,#NULL!,#NULL!,1,8,5,0510050089,05,1,0510050089,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003298,2,1,1949,1983,34,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003299,2,1,1959,1983,24,3,4,2,2,1,2,6,#NULL!,6,1,8,5,0510050089,05,1,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003300,2,1,1927,1983,56,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003301,2,1,1937,1983,46,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050089,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003303,2,1,1968,1983,15,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003306,2,1,1953,1987,34,4,5,2,2,1,1,9,#NULL!,9,1,3,2,1502030000,15,10,1501280000,15,10,1501,150128,1,4,3,1,0,1,0,0,0,0,0
0000003307,2,1,1925,1983,58,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003308,2,1,1969,1983,14,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003310,2,1,1953,1983,30,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003313,2,1,1964,1993,29,3,#NULL!,#NULL!,1,1,1,9,#NULL!,9,1,3,2,0506010000,05,1,0506010000,05,1,0506,050601,1,1,5,1,0,1,0,0,0,0,0
0000003314,2,1,1970,1993,23,3,4,2,1,1,2,9,#NULL!,9,1,3,2,0506010000,05,1,0506010000,05,1,0506,050601,1,1,5,1,0,1,0,0,0,0,0
0000003321,2,1,1957,1983,26,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003325,2,1,1955,1983,28,3,4,2,2,1,2,8,#NULL!,8,1,8,5,0510050089,05,1,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003326,1,1,1935,1983,48,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,1,0
0000003327,2,1,1957,1983,26,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003329,2,1,1963,1983,20,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003330,2,1,1970,1983,13,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003331,1,1,1943,1983,40,5,1,1,2,1,2,12,#NULL!,12,1,3,2,0510050089,05,1,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003332,2,1,1951,1983,32,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003333,2,1,#NULL!,1983,#NULL!,#NULL!,3,#NULL!,1,1,2,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003335,1,1,1967,1983,16,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,1,0
0000003336,1,1,1965,1983,18,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003338,1,1,1969,1983,14,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003339,2,1,1970,1983,13,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003343,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003345,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003346,2,1,1941,1984,43,5,#NULL!,#NULL!,2,1,2,2,2,8,1,1,1,0905090033,09,3,0905090033,09,3,0905,090509,0,3,2,3,0,1,0,0,0,0,0
0000003347,1,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003349,2,1,1971,1983,12,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,0510050089,05,1,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003350,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0510050089,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003353,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003354,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003356,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003357,1,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003358,1,1,1969,1983,14,2,3,2,1,1,2,1,#NULL!,1,1,8,5,0510050089,05,1,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003360,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003363,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003365,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003368,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003371,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003374,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003376,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003378,2,1,#NULL!,1984,#NULL!,#NULL!,3,2,2,#NULL!,2,1,#NULL!,1,1,8,5,,,#NULL!,0510050089,05,1,0510,051005,0,1,2,2,0,1,0,0,0,0,0
0000003379,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003381,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003385,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003388,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,5,,,#NULL!,0510050000,05,1,0510,051005,0,1,2,1,0,1,0,0,0,0,0
0000003396,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,1,2,#NULL!,2,1,4,3,0106090000,01,90,1501350000,15,10,1501,150135,1,4,4,1,0,1,0,0,0,0,0
0000003397,2,2,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,3,,,#NULL!,0106090000,01,90,0106,010609,0,#NULL!,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003398,1,3,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,,,#NULL!,0106090000,01,90,0106,010609,0,#NULL!,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003407,2,1,1956,1990,34,4,5,2,2,1,1,10,#NULL!,10,1,3,2,1204010001,12,9,1207010001,12,9,1207,120701,1,3,4,1,0,1,0,0,0,0,0
0000003422,2,1,1964,1987,23,3,4,2,1,2,2,1,#NULL!,1,1,3,2,1008030026,10,5,2210020000,22,7,2210,221002,0,2,3,1,0,1,0,0,0,0,0
0000003427,2,3,#NULL!,1987,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,2210020003,22,7,2210,221002,0,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003428,2,3,#NULL!,1987,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,2210020003,22,7,2210,221002,0,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003429,2,2,#NULL!,1987,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,2210020003,22,7,2210,221002,0,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003430,1,1,1912,1992,80,8,#NULL!,#NULL!,2,1,2,#NULL!,#NULL!,#NULL!,2,1,1,0906030031,09,3,2210000000,22,7,2210,221000,0,2,4,1,0,1,0,0,0,0,0
0000003437,2,2,#NULL!,1997,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,1006050009,10,5,1006,100605,0,2,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003439,2,1,1946,1992,46,5,3,2,2,1,1,9,#NULL!,9,1,7,4,1101140030,11,90,1001000000,10,5,1001,100100,0,2,4,1,0,1,0,0,0,0,0
0000003440,2,3,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,2210000000,22,7,2210,221000,0,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003441,2,1,1992,1992,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,2210000000,22,7,2210,221000,0,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000003442,2,1,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,2210000000,22,7,2210,221000,0,2,4,1,0,1,0,0,0,1,0
0000003444,1,1,1986,1992,6,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,2210000000,22,7,2210,221000,0,2,4,1,0,1,0,0,0,1,0
0000003446,1,1,1988,1992,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,2210000000,22,7,2210,221000,0,2,4,1,0,1,0,0,0,1,0
0000003447,1,1,1989,1992,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,2210000000,22,7,2210,221000,0,2,4,1,0,1,0,0,0,1,0
0000003454,2,1,1968,1984,16,2,3,2,#NULL!,1,2,2,#NULL!,2,2,1,1,0501100000,05,1,0501010000,05,1,0501,050101,1,1,2,2,0,1,1,1,0,1,0
0000003455,2,1,1955,1984,29,3,3,2,2,1,2,6,#NULL!,6,2,1,1,0501100000,05,1,0501100000,05,1,0501,050110,1,1,2,2,0,1,1,1,0,1,0
0000003456,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,1,2,8,8,1,1,1,,,#NULL!,0809010001,08,4,0809,080901,1,5,2,1,0,1,0,0,0,0,0
